desc,valor,metraje,dormitorios,barrio
4 Dormitorios en Pocitos,470000,196.0,4 Dormitorios,Pocitos
3 Dormitorios en Puerto Buceo,470000,171.0,3 Dormitorios,Puerto Buceo
3 Dormitorios en Pocitos,470000,,3 Dormitorios,Pocitos
Más de 4 dormitorios en Parque Rodo,470000,360.0,Más de 4 dormitorios,Parque Rodo
3 Dormitorios en Punta Gorda,470000,180.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Carrasco,470400,140.0,3 Dormitorios,Carrasco
3 Dormitorios en Carrasco,470400,155.0,3 Dormitorios,Carrasco
3 Dormitorios en Punta Carretas,475000,,3 Dormitorios,Punta Carretas
3 Dormitorios en Punta Carretas,475000,104.0,3 Dormitorios,Punta Carretas
4 Dormitorios en Punta Gorda,475000,200.0,4 Dormitorios,Punta Gorda
2 Dormitorios en Punta Carretas,475000,,2 Dormitorios,Punta Carretas
3 Dormitorios en Punta Carretas,475000,190.0,3 Dormitorios,Punta Carretas
3 Dormitorios en Malvin,475000,280.0,3 Dormitorios,Malvin
4 Dormitorios en Punta Gorda,475000,,4 Dormitorios,Punta Gorda
2 Dormitorios en Punta Carretas,475000,104.0,2 Dormitorios,Punta Carretas
2 Dormitorios en Punta Carretas,475000,210.0,2 Dormitorios,Punta Carretas
Más de 4 dormitorios en Pocitos,475000,228.0,Más de 4 dormitorios,Pocitos
4 Dormitorios en Punta Gorda,475000,306.0,4 Dormitorios,Punta Gorda
2 Dormitorios en Punta Carretas,475000,190.0,2 Dormitorios,Punta Carretas
3 Dormitorios en Prado,475000,276.0,3 Dormitorios,Prado
3 Dormitorios en Otro,479000,140.0,3 Dormitorios,Otro
4 Dormitorios en Prado,480000,288.0,4 Dormitorios,Prado
Más de 4 dormitorios en Malvin,480000,,Más de 4 dormitorios,Malvin
2 Dormitorios en Carrasco,480000,278.0,2 Dormitorios,Carrasco
4 Dormitorios en Malvin,480000,170.0,4 Dormitorios,Malvin
4 Dormitorios en Prado,480000,500.0,4 Dormitorios,Prado
4 Dormitorios en Prado,480000,365.0,4 Dormitorios,Prado
3 Dormitorios en Punta Gorda,480000,263.0,3 Dormitorios,Punta Gorda
2 Dormitorios en Punta Gorda,480000,280.0,2 Dormitorios,Punta Gorda
4 Dormitorios en Pocitos Nuevo,480000,150.0,4 Dormitorios,Pocitos Nuevo
4 Dormitorios en Carrasco,480000,197.0,4 Dormitorios,Carrasco
3 Dormitorios en Carrasco,480000,150.0,3 Dormitorios,Carrasco
3 Dormitorios en Parque Batlle,480000,236.0,3 Dormitorios,Parque Batlle
3 Dormitorios en Punta Gorda,480000,180.0,3 Dormitorios,Punta Gorda
4 Dormitorios en Pocitos Nuevo,480000,250.0,4 Dormitorios,Pocitos Nuevo
3 Dormitorios en Buceo,480000,,3 Dormitorios,Buceo
Más de 4 dormitorios en Tres Cruces,480000,256.0,Más de 4 dormitorios,Tres Cruces
2 Dormitorios en Punta Gorda,480000,180.0,2 Dormitorios,Punta Gorda
3 Dormitorios en Carrasco,480000,278.0,3 Dormitorios,Carrasco
2 Dormitorios en Punta Gorda,480000,280.0,2 Dormitorios,Punta Gorda
Más de 4 dormitorios en Punta Gorda,480000,238.0,Más de 4 dormitorios,Punta Gorda
3 Dormitorios en Carrasco,480000,210.0,3 Dormitorios,Carrasco
Más de 4 dormitorios en Centro,480000,600.0,Más de 4 dormitorios,Centro
1 Ambiente en Ciudad Vieja,480000,700.0,1 Ambiente,Ciudad Vieja
4 Dormitorios en Prado,480000,300.0,4 Dormitorios,Prado
3 Dormitorios en Cno. Carrasco,480000,400.0,3 Dormitorios,Cno. Carrasco
Más de 4 dormitorios en Carrasco,480000,298.0,Más de 4 dormitorios,Carrasco
4 Dormitorios en Prado,480000,430.0,4 Dormitorios,Prado
2 Dormitorios en Punta Gorda,480000,280.0,2 Dormitorios,Punta Gorda
3 Dormitorios en Malvin Norte,480000,400.0,3 Dormitorios,Malvin Norte
Más de 4 dormitorios en Malvin,480000,368.0,Más de 4 dormitorios,Malvin
4 Dormitorios en Prado,480000,300.0,4 Dormitorios,Prado
Más de 4 dormitorios en Carrasco,480000,340.0,Más de 4 dormitorios,Carrasco
2 Dormitorios en Punta Gorda,480000,180.0,2 Dormitorios,Punta Gorda
3 Dormitorios en Punta Gorda,480000,206.0,3 Dormitorios,Punta Gorda
4 Dormitorios en Prado,480000,186.0,4 Dormitorios,Prado
3 Dormitorios en Carrasco,480000,210.0,3 Dormitorios,Carrasco
3 Dormitorios en Punta Gorda,480000,263.0,3 Dormitorios,Punta Gorda
2 Dormitorios en Lezica,482000,398.0,2 Dormitorios,Lezica
3 Dormitorios en Punta Carretas,485000,190.0,3 Dormitorios,Punta Carretas
3 Dormitorios en Prado,485000,190.0,3 Dormitorios,Prado
4 Dormitorios en Pocitos,485000,270.0,4 Dormitorios,Pocitos
3 Dormitorios en Pocitos,485000,188.0,3 Dormitorios,Pocitos
4 Dormitorios en Carrasco,485000,260.0,4 Dormitorios,Carrasco
Más de 4 dormitorios en Punta Carretas,485000,270.0,Más de 4 dormitorios,Punta Carretas
3 Dormitorios en Punta Gorda,485000,220.0,3 Dormitorios,Punta Gorda
4 Dormitorios en Carrasco,485000,211.0,4 Dormitorios,Carrasco
4 Dormitorios en Carrasco,485000,200.0,4 Dormitorios,Carrasco
4 Dormitorios en Pocitos Nuevo,485000,270.0,4 Dormitorios,Pocitos Nuevo
3 Dormitorios en Carrasco,485000,190.0,3 Dormitorios,Carrasco
4 Dormitorios en Punta Carretas,485000,270.0,4 Dormitorios,Punta Carretas
3 Dormitorios en Carrasco,485000,263.0,3 Dormitorios,Carrasco
Más de 4 dormitorios en Carrasco,485000,230.0,Más de 4 dormitorios,Carrasco
3 Dormitorios en Pocitos,490000,211.0,3 Dormitorios,Pocitos
3 Dormitorios en Carrasco,490000,135.0,3 Dormitorios,Carrasco
4 Dormitorios en Carrasco,490000,153.0,4 Dormitorios,Carrasco
3 Dormitorios en Malvin,490000,200.0,3 Dormitorios,Malvin
Más de 4 dormitorios en Carrasco Norte,490000,272.0,Más de 4 dormitorios,Carrasco Norte
3 Dormitorios en Carrasco,490000,122.0,3 Dormitorios,Carrasco
3 Dormitorios en Pocitos,490000,100.0,3 Dormitorios,Pocitos
4 Dormitorios en Malvin,490000,168.0,4 Dormitorios,Malvin
4 Dormitorios en Punta Gorda,490000,,4 Dormitorios,Punta Gorda
1 Ambiente en Pocitos,490000,200.0,1 Ambiente,Pocitos
Más de 4 dormitorios en Pocitos,490000,,Más de 4 dormitorios,Pocitos
3 Dormitorios en Punta Carretas,490000,260.0,3 Dormitorios,Punta Carretas
4 Dormitorios en Punta Gorda,490000,257.0,4 Dormitorios,Punta Gorda
4 Dormitorios en Punta Gorda,490000,257.0,4 Dormitorios,Punta Gorda
4 Dormitorios en Carrasco,490000,385.0,4 Dormitorios,Carrasco
Más de 4 dormitorios en Carrasco Norte,490000,272.0,Más de 4 dormitorios,Carrasco Norte
Más de 4 dormitorios en Prado,490000,425.0,Más de 4 dormitorios,Prado
1 Ambiente en Punta Carretas,490000,217.0,1 Ambiente,Punta Carretas
4 Dormitorios en Punta Gorda,490000,280.0,4 Dormitorios,Punta Gorda
Más de 4 dormitorios en Palermo,490000,769.0,Más de 4 dormitorios,Palermo
3 Dormitorios en Carrasco,490000,280.0,3 Dormitorios,Carrasco
3 Dormitorios en Punta Gorda,490000,165.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Carrasco Norte,490000,137.0,3 Dormitorios,Carrasco Norte
3 Dormitorios en Carrasco,490000,122.0,3 Dormitorios,Carrasco
1 Ambiente en Ciudad Vieja,490000,478.0,1 Ambiente,Ciudad Vieja
3 Dormitorios en Carrasco,490000,150.0,3 Dormitorios,Carrasco
4 Dormitorios en Punta Gorda,490000,300.0,4 Dormitorios,Punta Gorda
Más de 4 dormitorios en Malvin,490000,250.0,Más de 4 dormitorios,Malvin
Más de 4 dormitorios en Punta Carretas,490000,230.0,Más de 4 dormitorios,Punta Carretas
Más de 4 dormitorios en Prado,492000,440.0,Más de 4 dormitorios,Prado
Más de 4 dormitorios en Prado,492000,440.0,Más de 4 dormitorios,Prado
3 Dormitorios en Carrasco,495000,116.0,3 Dormitorios,Carrasco
Más de 4 dormitorios en Punta Carretas,495000,230.0,Más de 4 dormitorios,Punta Carretas
3 Dormitorios en Carrasco,495000,,3 Dormitorios,Carrasco
4 Dormitorios en Carrasco,495000,163.0,4 Dormitorios,Carrasco
Más de 4 dormitorios en Punta Carretas,495000,259.0,Más de 4 dormitorios,Punta Carretas
Más de 4 dormitorios en Punta Carretas,495000,230.0,Más de 4 dormitorios,Punta Carretas
4 Dormitorios en Carrasco,495000,400.0,4 Dormitorios,Carrasco
Más de 4 dormitorios en Punta Carretas,495000,268.0,Más de 4 dormitorios,Punta Carretas
3 Dormitorios en Carrasco,495000,200.0,3 Dormitorios,Carrasco
Más de 4 dormitorios en Punta Carretas,495000,268.0,Más de 4 dormitorios,Punta Carretas
3 Dormitorios en Carrasco,495000,185.0,3 Dormitorios,Carrasco
4 Dormitorios en Carrasco,495000,400.0,4 Dormitorios,Carrasco
3 Dormitorios en Carrasco,495000,131.0,3 Dormitorios,Carrasco
3 Dormitorios en B. De Carrasco,495000,240.0,3 Dormitorios,B. De Carrasco
Más de 4 dormitorios en Punta Carretas,495000,270.0,Más de 4 dormitorios,Punta Carretas
3 Dormitorios en Parque Rodo,495000,208.0,3 Dormitorios,Parque Rodo
Más de 4 dormitorios en Punta Carretas,495000,,Más de 4 dormitorios,Punta Carretas
Más de 4 dormitorios en Punta Carretas,495000,,Más de 4 dormitorios,Punta Carretas
Más de 4 dormitorios en Punta Carretas,495000,236.0,Más de 4 dormitorios,Punta Carretas
Más de 4 dormitorios en Malvin,495000,308.0,Más de 4 dormitorios,Malvin
3 Dormitorios en Punta Gorda,497000,200.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Punta Gorda,498000,181.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Pocitos,498000,,3 Dormitorios,Pocitos
3 Dormitorios en Pocitos,498000,,3 Dormitorios,Pocitos
Más de 4 dormitorios en Punta Carretas,498000,236.0,Más de 4 dormitorios,Punta Carretas
Más de 4 dormitorios en Punta Gorda,498000,250.0,Más de 4 dormitorios,Punta Gorda
3 Dormitorios en Pocitos,498000,270.0,3 Dormitorios,Pocitos
3 Dormitorios en Punta Gorda,499000,186.0,3 Dormitorios,Punta Gorda
Más de 4 dormitorios en Parque Rodo,500000,455.0,Más de 4 dormitorios,Parque Rodo
3 Dormitorios en Carrasco,500000,153.0,3 Dormitorios,Carrasco
Más de 4 dormitorios en Centro,500000,300.0,Más de 4 dormitorios,Centro
2 Dormitorios en Otro,500000,165.0,2 Dormitorios,Otro
4 Dormitorios en Carrasco,500000,180.0,4 Dormitorios,Carrasco
2 Dormitorios en Buceo,500000,118.0,2 Dormitorios,Buceo
3 Dormitorios en Carrasco,500000,200.0,3 Dormitorios,Carrasco
Más de 4 dormitorios en Prado,500000,380.0,Más de 4 dormitorios,Prado
Más de 4 dormitorios en Ciudad Vieja,500000,444.0,Más de 4 dormitorios,Ciudad Vieja
4 Dormitorios en Barra Santa Lucia,500000,130.0,4 Dormitorios,Barra Santa Lucia
Más de 4 dormitorios en Cordon,500000,460.0,Más de 4 dormitorios,Cordon
Más de 4 dormitorios en Punta Carretas,500000,200.0,Más de 4 dormitorios,Punta Carretas
Más de 4 dormitorios en Pocitos,500000,357.0,Más de 4 dormitorios,Pocitos
3 Dormitorios en Parque Batlle,500000,273.0,3 Dormitorios,Parque Batlle
Más de 4 dormitorios en Pocitos,500000,360.0,Más de 4 dormitorios,Pocitos
3 Dormitorios en Punta Gorda,500000,160.0,3 Dormitorios,Punta Gorda
Más de 4 dormitorios en Pocitos,500000,300.0,Más de 4 dormitorios,Pocitos
3 Dormitorios en Carrasco,500000,235.0,3 Dormitorios,Carrasco
3 Dormitorios en Punta Gorda,500000,230.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Carrasco,500000,213.0,3 Dormitorios,Carrasco
3 Dormitorios en Carrasco,500000,,3 Dormitorios,Carrasco
3 Dormitorios en Punta Gorda,500000,250.0,3 Dormitorios,Punta Gorda
4 Dormitorios en Carrasco,500000,235.0,4 Dormitorios,Carrasco
Más de 4 dormitorios en Centro,500000,550.0,Más de 4 dormitorios,Centro
4 Dormitorios en Malvin,500000,150.0,4 Dormitorios,Malvin
Más de 4 dormitorios en Ciudad Vieja,500000,550.0,Más de 4 dormitorios,Ciudad Vieja
Más de 4 dormitorios en Aguada,500000,456.0,Más de 4 dormitorios,Aguada
Más de 4 dormitorios en Carrasco,500000,185.0,Más de 4 dormitorios,Carrasco
Más de 4 dormitorios en Parque Rodo,500000,460.0,Más de 4 dormitorios,Parque Rodo
3 Dormitorios en Punta Gorda,500000,186.0,3 Dormitorios,Punta Gorda
4 Dormitorios en Carrasco,510000,297.0,4 Dormitorios,Carrasco
Más de 4 dormitorios en Pocitos,510000,290.0,Más de 4 dormitorios,Pocitos
Más de 4 dormitorios en Prado,510000,324.0,Más de 4 dormitorios,Prado
3 Dormitorios en Prado,510000,312.0,3 Dormitorios,Prado
3 Dormitorios en Carrasco Norte,510000,160.0,3 Dormitorios,Carrasco Norte
3 Dormitorios en La Blanqueada,515000,270.0,3 Dormitorios,La Blanqueada
3 Dormitorios en Carrasco,516000,136.0,3 Dormitorios,Carrasco
4 Dormitorios en Pocitos,520000,,4 Dormitorios,Pocitos
Más de 4 dormitorios en Union,520000,415.0,Más de 4 dormitorios,Union
3 Dormitorios en Prado,520000,,3 Dormitorios,Prado
4 Dormitorios en Punta Carretas,520000,,4 Dormitorios,Punta Carretas
3 Dormitorios en Pocitos,520000,403.0,3 Dormitorios,Pocitos
Más de 4 dormitorios en Tres Cruces,520000,340.0,Más de 4 dormitorios,Tres Cruces
3 Dormitorios en Punta Gorda,520000,196.0,3 Dormitorios,Punta Gorda
4 Dormitorios en Punta Carretas,520000,278.0,4 Dormitorios,Punta Carretas
3 Dormitorios en Malvin,520000,,3 Dormitorios,Malvin
4 Dormitorios en Punta Gorda,520000,207.0,4 Dormitorios,Punta Gorda
4 Dormitorios en Carrasco,520000,230.0,4 Dormitorios,Carrasco
4 Dormitorios en Punta Gorda,520000,210.0,4 Dormitorios,Punta Gorda
3 Dormitorios en Punta Gorda,520000,210.0,3 Dormitorios,Punta Gorda
4 Dormitorios en Malvin,520000,250.0,4 Dormitorios,Malvin
3 Dormitorios en Carrasco,520000,207.0,3 Dormitorios,Carrasco
Más de 4 dormitorios en Punta Gorda,520000,1.0,Más de 4 dormitorios,Punta Gorda
3 Dormitorios en Punta Gorda,520000,200.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Carrasco,520000,185.0,3 Dormitorios,Carrasco
3 Dormitorios en Carrasco,520000,225.0,3 Dormitorios,Carrasco
3 Dormitorios en Prado,520000,,3 Dormitorios,Prado
4 Dormitorios en Punta Carretas,520000,,4 Dormitorios,Punta Carretas
3 Dormitorios en Carrasco,520000,116.0,3 Dormitorios,Carrasco
4 Dormitorios en Parque Batlle,525000,240.0,4 Dormitorios,Parque Batlle
4 Dormitorios en Punta Gorda,525000,550.0,4 Dormitorios,Punta Gorda
Más de 4 dormitorios en Parque Batlle,525000,240.0,Más de 4 dormitorios,Parque Batlle
4 Dormitorios en Pocitos,525000,240.0,4 Dormitorios,Pocitos
4 Dormitorios en Pocitos Nuevo,525000,240.0,4 Dormitorios,Pocitos Nuevo
4 Dormitorios en Pocitos,525000,240.0,4 Dormitorios,Pocitos
4 Dormitorios en Punta Carretas,525000,240.0,4 Dormitorios,Punta Carretas
3 Dormitorios en Carrasco,529000,180.0,3 Dormitorios,Carrasco
4 Dormitorios en Parque Miramar,530000,280.0,4 Dormitorios,Parque Miramar
3 Dormitorios en Pocitos,530000,158.0,3 Dormitorios,Pocitos
Más de 4 dormitorios en Lezica,530000,532.0,Más de 4 dormitorios,Lezica
