desc,valor,url,lat,lng
4 Dormitorios,U$S 499.000,https://www.gallito.com.uy/muy-buena-casa-en-el-lugar-mas-exclusivo-de-punta-del-este-inmuebles-19760706,-34.92947,-54.92402
4 Dormitorios,U$S 499.000,https://www.gallito.com.uy/hermosa-casa-de-dos-plantas-con-piscina-inmuebles-19317005,,
3 Dormitorios,U$S 499.000,https://www.gallito.com.uy/excelente-propiedad-mansa-a-metros-del-mar-inmuebles-18392048,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-venta-playa-mansa-4-dormitorios-inmuebles-17691730,-34.93752,-54.94598
Más de 4 dormitorios,U$S 500.000,https://www.gallito.com.uy/dos-casas-en-una-inmuebles-19848580,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-zona-golf-de-punta-del-este-inmuebles-18731641,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-aidy-grill-3-dormitorios-inmuebles-19082326,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-de-gran-tamaã±o-en-zona-del-golf-inmuebles-19131633,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-venta-en-punta-del-este-inmuebles-18613293,,
4 Dormitorios - 354 m2,U$S 500.000,https://www.gallito.com.uy/venta-de-casa-4-dormitorios-barrio-golf-atm-at2-4957-inmuebles-18683878,-34.93114,-54.91591
3 Dormitorios - 120 m2,U$S 500.000,https://www.gallito.com.uy/venta-casa-3-dormitorios-en-rincon-del-indio-punta-ref-2-inmuebles-16909416,-34.92426,-54.88581
Más de 4 dormitorios - 346 m2,U$S 500.000,https://www.gallito.com.uy/exclusiva-residencia-en-el-golf-inmuebles-20139856,-34.87944,-54.83915
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/chalet-rincon-del-indio-pda-28-inmuebles-19766023,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/hermosa-casa-de-piedra-en-montoya-inmuebles-19032295,,
3 Dormitorios - 180 m2,U$S 500.000,https://www.gallito.com.uy/casa-en-venta-inmuebles-18683880,-34.9395,-54.9329
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/muy-buena-casa-cerca-del-mar-inmuebles-19103396,-34.9311,-54.89731
Más de 4 dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-rincãâ³n-del-indio-6-dormitorios-inmuebles-19896705,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/chalet-de-amplios-ambientes-proximo-al-mar-inmuebles-18111660,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-mansa-4-dormitorios-inmuebles-18265193,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-la-barra-4-dormitorios-inmuebles-16301069,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-venta-golf-4-dormitorios-inmuebles-19895722,-34.92661,-54.91241
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-zona-golf-de-punta-del-este-inmuebles-19480945,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-mansa-4-dormitorios-inmuebles-16395655,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-mansa-5-dormitorios-con-parque-barbacoa-piscina-y-inmuebles-20135521,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-mansa-5-dormitorios-con-parque-barbacoa-piscina-y-inmuebles-19817324,,
Más de 4 dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-alquiler-rincã³n-del-indio-punta-del-este-5-dorm-inmuebles-20108334,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-venta-peninsula-punta-del-este-4-dormitorios-inmuebles-20107940,,
Más de 4 dormitorios - 190 m2,U$S 500.000,https://www.gallito.com.uy/5-dormitorios-san-remo-inmuebles-19872053,-34.93898,-54.91995
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-venta-golf-4-dormitorios-inmuebles-19039263,-34.92661,-54.91241
Más de 4 dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-a-pasos-del-puerto-de-punta-del-este-6-dormitorios-inmuebles-18410654,-34.96515,-54.94942
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-rincãâ³n-del-indio-3-dormitorios-inmuebles-17399999,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-muy-bien-ubicada-a-dos-cuadras-de-la-playa-mansa-y-ro-inmuebles-15656979,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-rincãâ³n-del-indio-3-dormitorios-inmuebles-19480603,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-zona-golf-de-punta-del-este-inmuebles-18730476,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/hermosa-casa-a-la-venta-en-punta-del-este-inmuebles-18678339,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/la-barra-en-alquiler-y-venta-inmuebles-16392646,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/venta-en-barrio-privad-inmuebles-19576992,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/cã³moda-casa-a-pocos-metros-de-la-playa-inmuebles-17598134,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/lugano-4-dormitorios-inmuebles-17400000,,
3 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-venta-y-alquiler-rincã³n-del-indio-punta-del-este-inmuebles-20108222,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/venta-de-casa-4-dormitorios-en-mansa-punta-del-este-inmuebles-16906123,,
4 Dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-de-campo-en-miramar-acres-la-barra-inmuebles-19938562,,
Más de 4 dormitorios,U$S 500.000,https://www.gallito.com.uy/casa-en-venta-y-alquiler-mansa-punta-del-este-6-dormitor-inmuebles-20108245,,
Más de 4 dormitorios - 2059 m2,U$S 500.000,https://www.gallito.com.uy/casa-punta-del-este-inmuebles-18086618,-34.93632,-54.93778
3 Dormitorios,U$S 505.000,https://www.gallito.com.uy/casa-en-venta-de-3-dormitorios-en-la-barra-inmuebles-19806728,-34.955,-54.971
4 Dormitorios,U$S 510.000,https://www.gallito.com.uy/espectacular-casa-a-pasos-de-la-playa-inmuebles-19576445,,
4 Dormitorios,U$S 510.000,https://www.gallito.com.uy/casa-en-cantegril-punta-del-este-inmuebles-18662248,,
4 Dormitorios - 180 m2,U$S 510.000,https://www.gallito.com.uy/kosak-venta-casa-34-dormitorios-gje-jardin-lugano-pdeleste-inmuebles-20016529,-34.94269,-54.93117
3 Dormitorios,U$S 510.000,https://www.gallito.com.uy/venta-de-casa-en-faro-de-punta-del-este-con-vista-zona-pue-inmuebles-18410954,,
3 Dormitorios,U$S 510.000,https://www.gallito.com.uy/casa-en-venta-mansa-punta-del-este-3-dormitorios-inmuebles-20108361,,
3 Dormitorios,U$S 510.000,https://www.gallito.com.uy/casa-en-venta-de-3-dormitorios-en-la-barra-inmuebles-19498234,-34.955,-54.971
3 Dormitorios,U$S 515.000,https://www.gallito.com.uy/casa-en-mansa-3-dormitorios-inmuebles-17598098,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-mansa-4-dormitorios-inmuebles-17597999,,
4 Dormitorios - 278 m2,U$S 520.000,https://www.gallito.com.uy/venta-de-casa-4-dormitorios-y-dep-mansa-ref-2558-inmuebles-16909431,-34.918,-54.97659
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-venta-playa-mansa-4-dormitorios-inmuebles-17690983,-34.94431,-54.94168
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-en-lugano-punta-del-este-inmuebles-19110120,-34.94105,-54.9166
3 Dormitorios,U$S 520.000,https://www.gallito.com.uy/cã³moda-casa-30-en-excepcional-ubicaciã³n-a-30mts-de-playa-inmuebles-19812801,,
3 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-venta-en-exclusiva-zona-de-punta-del-este-inmuebles-19978498,-34.93092,-54.90583
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/venta-casa-en-mansa-4-dormitorios-inmuebles-18152250,,
3 Dormitorios - 240 m2,U$S 520.000,https://www.gallito.com.uy/venta-de-casa-3-dormitorios-en-playa-mansa-ref-2712-inmuebles-19707427,-34.918,-54.97659
Más de 4 dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-mansa-5-dormitorios-inmuebles-19480607,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/mansa-primeras-paradas-a-metros-del-mar-inmuebles-19147838,-34.955,-54.971
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-venta-playa-mansa-4-dormitorios-inmuebles-17690982,-34.94431,-54.94168
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-4-dormitorios-lugano-punta-del-este-inmuebles-18755199,,
Más de 4 dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-ideal-para-vivir-todo-el-aã±o-muy-cerca-del-shopping-inmuebles-19144137,,
3 Dormitorios,U$S 520.000,https://www.gallito.com.uy/hermosa-casa-en-exclusiva-zona-inmuebles-19759950,-34.93092,-54.90583
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-mansa-4-dormitorios-inmuebles-16703562,,
3 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-la-paz-en-alquiler-anual-inmuebles-17960267,,
Más de 4 dormitorios,U$S 520.000,https://www.gallito.com.uy/muy-buena-casa-sobre-avda-principal-inmuebles-19097127,,
Más de 4 dormitorios,U$S 520.000,https://www.gallito.com.uy/venta-de-casa-en-montoya-5-dormitorios-inmuebles-17644706,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/muy-linda-casa-en-playa-mansa-a-pocos-metros-del-mar-co-inmuebles-16907194,,
3 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-zona-lugano-en-la-mejor-zona-inmuebles-20109867,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/venta-de-casa-4-dormitorios-en-punta-del-esteâ-inmuebles-16906531,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-a-la-venta-zona-mansa-inmuebles-18391870,,
3 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-venta-rincon-del-indio-inmuebles-18373523,,
2 Dormitorios - 141 m2,U$S 520.000,https://www.gallito.com.uy/2-dormitorios-cno-a-la-laguna-inmuebles-18683834,-34.90859,-54.98984
3 Dormitorios,U$S 520.000,https://www.gallito.com.uy/chalet-en-venta-inmuebles-19890066,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-mansa-con-4-dormitorios-inmuebles-19894808,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/paradas-a-metros-del-mar-inmuebles-18265446,,
3 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-venta-en-exclusiva-zona-de-punta-del-este-inmuebles-19332959,-34.93092,-54.90583
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/peninsula-zona-faro-inmuebles-19851064,,
Más de 4 dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-mansa-5-dormitorios-inmuebles-19217021,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-venta-punta-del-este-inmuebles-20109735,-34.94408,-54.94168
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-venta-en-la-zona-de-la-mansa-inmuebles-18755982,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-venta-zona-faro-punta-del-este-4-dormitorios-inmuebles-19900660,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/peninsula-zona-faro-inmuebles-18923671,,
Más de 4 dormitorios,U$S 520.000,https://www.gallito.com.uy/muy-buena-casa-sobre-avda-principal-inmuebles-19601407,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/excelente-ubicaciã³n-ideal-para-vivir-todo-el-aã±o-inmuebles-16396570,,
Más de 4 dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-mansa-5-dormitorios-inmuebles-17936449,,
4 Dormitorios - 300 m2,U$S 520.000,https://www.gallito.com.uy/venta-casa-de-4-dormitorios-cantegril-ref-1096-inmuebles-16908811,-34.91741,-54.94978
Más de 4 dormitorios,U$S 520.000,https://www.gallito.com.uy/muy-buena-casa-sobre-avda-principal-inmuebles-19097180,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-ubicada-en-zona-de-la-mansa-en-inmejorable-entorno-l-inmuebles-18390959,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/venta-casa-4-dormitorios-3-baños-sala-de-juego-barbacoa-inmuebles-19641729,0.0,0.0
Más de 4 dormitorios,U$S 520.000,https://www.gallito.com.uy/casa-en-mansa-5-dormitorios-inmuebles-19896711,,
4 Dormitorios,U$S 520.000,https://www.gallito.com.uy/excelente-y-muy-amplia-casa-inmuebles-18411420,,
Más de 4 dormitorios - 234 m2,U$S 522.000,https://www.gallito.com.uy/4-dormitorios-ruta-10-inmuebles-19872218,-34.85418,-54.71389
3 Dormitorios,U$S 525.000,https://www.gallito.com.uy/hermosa-e-imponente-casa-para-disfrutar-todo-el-aã±o-en-un-inmuebles-19137021,,
3 Dormitorios,U$S 525.000,https://www.gallito.com.uy/casa-en-venta-de-3-dormitorios-la-barra-inmuebles-19498139,-34.955,-54.971
3 Dormitorios,U$S 525.000,https://www.gallito.com.uy/venta-de-casa-3-dormitorios-en-mansa-punta-del-este-inmuebles-16906139,,
4 Dormitorios,U$S 525.000,https://www.gallito.com.uy/rincon-del-indio-inmuebles-19865098,-34.92238,-54.8892
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-de-4-dormitorios-a-200-metros-de-la-playa-en-montoya-inmuebles-18754560,,
3 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-en-una-zona-muy-residencial-en-mansa-inmuebles-18936978,,
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-en-mansa-3-dormitorios-y-servicio-con-piscina-inmuebles-18601420,,
3 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-en-beverly-hills-3-dormitorios-inmuebles-19480592,,
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/cãlida-y-confortable-casa-con-una-ubicaciã³n-privilegiada-inmuebles-18443896,,
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-4-dormitorios-en-venta-mansa-punta-del-este-inmuebles-20040554,,
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/hermosa-casa-a-metro-del-mar-de-4-dormitorios-inmuebles-19839052,,
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-en-venta-mansa-punta-del-este-4-dormitorios-inmuebles-20030133,,
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-a-la-venta-en-impecable-estado-en-la-mansa-inmuebles-15656784,,
3 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-en-montoya-3-dormitorios-2-baã±os-inmuebles-18600439,,
3 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-de-3-dormitorios-en-suites-inmuebles-19813430,-34.92683,-54.90065
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-de-4-dormitorios-a-200-metros-de-la-playa-en-montoya-inmuebles-19284237,,
3 Dormitorios - 125 m2,U$S 530.000,https://www.gallito.com.uy/casa-de-3-dormitorios-frente-al-mar-en-montoya-la-barra-inmuebles-18086365,,
3 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-en-venta-y-alquiler-golf-punta-del-este-3-dormitori-inmuebles-20107954,,
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-en-venta-playa-mansa-inmuebles-19890186,,
Más de 4 dormitorios,U$S 530.000,https://www.gallito.com.uy/ideal-para-vivir-todo-el-aã±o-inmuebles-19844562,-34.955,-54.971
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/espectacular-casa-en-venta-yo-alquiler-en-zona-mansa-punta-inmuebles-18617925,,
3 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-en-la-mansa-3-dormitorios-y-dependencia-con-piscina-p-inmuebles-18601012,,
4 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-en-venta-de-4-dormitorios-en-mansa-punta-del-esteâ-inmuebles-19136884,,
3 Dormitorios,U$S 530.000,https://www.gallito.com.uy/casa-en-el-golf-3-dormitorios-y-servicio-con-parrillero-pi-inmuebles-18602344,,
4 Dormitorios - 210 m2,U$S 535.000,https://www.gallito.com.uy/venta-casa-mansa-punta-del-este-inmuebles-19384545,-34.918,-54.97659
Más de 4 dormitorios - 314 m2,U$S 535.000,https://www.gallito.com.uy/4-dormitorios-horacio-quiroga-inmuebles-19872645,-34.93819,-54.94097
3 Dormitorios,U$S 540.000,https://www.gallito.com.uy/mansa-a-metros-del-mar-inmuebles-19192735,,
3 Dormitorios,U$S 540.000,https://www.gallito.com.uy/venta-casa-3-dormitorios-playa-mansa-punta-del-este-inmuebles-19825258,-34.955,-54.971
4 Dormitorios,U$S 540.000,https://www.gallito.com.uy/casa-en-la-mansa-punta-del-este-inmuebles-16189350,,
3 Dormitorios,U$S 540.000,https://www.gallito.com.uy/excelente-casa-ubicada-a-2-cuadras-del-mar-inmuebles-19576379,,
Más de 4 dormitorios,U$S 540.000,https://www.gallito.com.uy/venta-de-casa-5-dormitorios-en-cantegril-punta-del-este-inmuebles-16906259,,
4 Dormitorios,U$S 540.000,https://www.gallito.com.uy/moderno-chalet-estilo-minimalista-inmuebles-19222318,,
4 Dormitorios,U$S 540.000,https://www.gallito.com.uy/rincon-del-indio-excelente-casa-con-piscina-inmuebles-19353116,,
4 Dormitorios,U$S 540.000,https://www.gallito.com.uy/chalet-en-la-mansa-muy-cerca-del-mar-ideal-para-vivir-tod-inmuebles-17652608,,
Más de 4 dormitorios - 300 m2,U$S 540.000,https://www.gallito.com.uy/venta-de-casa-en-punta-del-este-inmuebles-17455559,-34.92331,-54.95163
Más de 4 dormitorios - 365 m2,U$S 540.000,https://www.gallito.com.uy/venta-casa-san-rafael-golf-piscina-gran-parque-broker-inmuebles-18678426,,
3 Dormitorios,U$S 540.000,https://www.gallito.com.uy/casa-3-dormitorios-2-baãos-montoya-punta-del-este-ven-inmuebles-20110340,,
4 Dormitorios,U$S 540.000,https://www.gallito.com.uy/casa-a-la-venta-en-barrio-cantegril-inmuebles-16400565,,
4 Dormitorios,U$S 540.000,https://www.gallito.com.uy/venta-casa-4-dormitorios-playa-mansa-punta-del-este-inmuebles-18755705,-34.93076,-54.9539
3 Dormitorios,U$S 540.000,https://www.gallito.com.uy/casa-nueva-a-50-metros-del-mar-inmuebles-20036717,,
4 Dormitorios,U$S 545.000,https://www.gallito.com.uy/casa-en-venta-y-alquiler-cantegril-punta-del-este-4-dorm-inmuebles-20108221,-34.92686,-54.94432
4 Dormitorios,U$S 549.000,https://www.gallito.com.uy/rincon-del-indio-moderna-casa-inmuebles-20072630,,
4 Dormitorios,U$S 549.000,https://www.gallito.com.uy/rincon-del-indio-moderna-casa-inmuebles-20072629,,
4 Dormitorios,U$S 549.000,https://www.gallito.com.uy/rincon-del-indio-moderna-casa-inmuebles-20072643,,
4 Dormitorios,U$S 549.000,https://www.gallito.com.uy/rincon-del-indio-moderna-casa-inmuebles-20072633,,
4 Dormitorios,U$S 549.000,https://www.gallito.com.uy/rincon-del-indio-moderna-casa-inmuebles-20072598,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/muy-buena-casa-en-zona-residencial-inmuebles-18411101,,
4 Dormitorios - 300 m2,U$S 550.000,https://www.gallito.com.uy/venta-de-casa-4-dormitorios-en-lugano-ref-2682-inmuebles-17233153,-34.93745,-54.93531
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-lugano-4-dormitorios-inmuebles-18373547,,
4 Dormitorios - 173 m2,U$S 550.000,https://www.gallito.com.uy/casa-en-punta-del-este-ref-3680-inmuebles-19297035,-34.918,-54.97659
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/hermosa-casa-en-punta-del-este-inmuebles-19015377,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-playa-montoya-cuatro-dormitorios-y-piscina-inmuebles-18411467,-34.91391,-54.85036
3 Dormitorios - 260 m2,U$S 550.000,https://www.gallito.com.uy/3-dormitorios-porto-alegre-inmuebles-19872356,-34.93928,-54.92874
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-de-gran-tamaã±o-inmuebles-19862796,,
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casas-en-venta-en-pensã­nsula-inmuebles-19404397,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-4-dormitorios-cerca-del-mar-inmuebles-19760183,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/moderna-casa-a-3-cuadras-del-mar-playa-brava-punta-del-e-inmuebles-18993254,-34.92194,-54.88912
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/venta-de-casa-en-lugano-4-dormitorios-inmuebles-17864795,,
Más de 4 dormitorios - 430 m2,U$S 550.000,https://www.gallito.com.uy/casa-punta-del-este-inmuebles-18342229,-34.91489,-54.95637
3 Dormitorios - 330 m2,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-inmuebles-16908687,-34.918,-54.97659
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-4-dormitorios-golf-punta-del-este-inmuebles-16943143,,
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-y-alquiler-lugano-punta-del-este-3-dormito-inmuebles-20108108,,
Más de 4 dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-playa-brava-a-3-del-mar-inmuebles-20143844,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/muy-buena-casa-en-paradas-de-la-mansa-a-la-venta-permuta-p-inmuebles-15656989,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/residencia-en-lugano-con-amplio-terreno-inmuebles-20030014,-34.955,-54.971
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/oportunidad-en-venta-en-una-de-las-mejores-zonas-para-vivir-inmuebles-19984058,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-4-dormitorios-en-golf-inmuebles-19610137,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/mansa-4-dormitorios-inmuebles-17399877,-34.93291,-54.95439
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/muy-buena-casa-en-mansa-a-la-venta-permuta-por-menor-valor-inmuebles-19894953,,
Más de 4 dormitorios,U$S 550.000,https://www.gallito.com.uy/excelenta-casa-en-venta-en-montoya-la-barra-inmuebles-20110565,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-golf-punta-del-este-4-dormitorios-inmuebles-19073128,,
Más de 4 dormitorios - 300 m2,U$S 550.000,https://www.gallito.com.uy/casa-punta-del-este-inmuebles-17525774,-34.95832,-54.93935
Más de 4 dormitorios - 247 m2,U$S 550.000,https://www.gallito.com.uy/venta-de-casa-5-dormitorios-punta-del-este-inmuebles-20100957,-34.94452,-54.91645
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-muy-linda-de-dormitorios-en-mansa-inmuebles-16906157,,
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-brava-3-dormitorios-inmuebles-19063375,,
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-playa-brava-inmuebles-17597844,,
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/en-venta-y-alquiler-imperdible-oportunidad-a-metros-del-inmuebles-19184736,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/venta-de-casa-en-lugano-4-dormitorios-inmuebles-17861844,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-lugano-4-dormitorios-inmuebles-19480457,,
Más de 4 dormitorios - 239 m2,U$S 550.000,https://www.gallito.com.uy/casa-en-playa-mansa-ref-3576-inmuebles-19121924,-34.918,-54.97659
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-mansa-punta-del-este-4-dormitorios-inmuebles-20107939,,
4 Dormitorios - 150 m2,U$S 550.000,https://www.gallito.com.uy/4-dormitorios-playero-43-inmuebles-18683402,-34.93632,-54.93778
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-y-alquiler-lugano-punta-del-este-4-dormito-inmuebles-18755895,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/venta-casa-4-dormitorios-lugano-punta-del-este-inmuebles-19832773,-34.93518,-54.93418
4 Dormitorios - 386 m2,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-punta-del-este-mansa-ref-3586-inmuebles-19121932,-34.918,-54.97659
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-punta-del-este-3-dormitorios-inmuebles-19099044,-34.92943,-54.95192
Más de 4 dormitorios,U$S 550.000,https://www.gallito.com.uy/venta-casa-en-venta-montoya-inmuebles-19723450,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/amplia-propiedad-para-disfrutar-todo-el-aã±o-inmuebles-19896672,,
Más de 4 dormitorios,U$S 550.000,https://www.gallito.com.uy/excelenta-casa-en-venta-en-montoya-la-barra-inmuebles-18411471,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-punta-del-este-inmuebles-19906878,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-y-alquiler-rincã³n-del-indio-punta-del-este-inmuebles-20108239,,
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-mansa-3-dormitorios-inmuebles-19766006,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-y-alquiler-mansa-punta-del-este-4-dormitor-inmuebles-20107931,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-playa-montoya-cuatro-dormitorios-y-piscina-inmuebles-18614051,-34.91391,-54.85036
Más de 4 dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-de-10-dormitorios-en-venta-y-alquiler-inmuebles-19932893,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/venta-casa-en-montoya-4-dormitorios-inmuebles-19721529,,
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/esplã©ndida-casa-en-montoya-inmuebles-18411465,,
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-la-arbolada-inmuebles-19894658,,
Más de 4 dormitorios - 500 m2,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-inmuebles-16953354,-34.918,-54.97659
3 Dormitorios - 181 m2,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-jardines-de-cordoba-at2-194-inmuebles-20146236,-34.92655,-54.93224
Más de 4 dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-playa-mansa-punta-del-este-inmuebles-18613786,,
3 Dormitorios - 235 m2,U$S 550.000,https://www.gallito.com.uy/venta-3-dorm-rincon-del-indio-punta-del-este-at2-1801-inmuebles-18683772,-34.92616,-54.89348
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/punta-del-este-playa-mansa-chalet-de-5-dormitorios-y-pis-inmuebles-19917363,,
3 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-de-3-dormitorios-en-lugano-punta-del-este-inmuebles-16906196,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/casa-en-venta-golf-inmuebles-19899699,,
4 Dormitorios,U$S 550.000,https://www.gallito.com.uy/chalet-en-venta-zona-roosevelt-inmuebles-19514017,,
