desc,valor,metraje,url,lat,lng,dormitorios,barrio,barrio_ine,cod_barrio_ine
Más de 4 dormitorios en Prado,650000,946.0,https://www.gallito.com.uy/excelente-propiedad-zona-agraciada-y-juan-carlos-blanco-id-inmuebles-20933266,-34.87142,-56.20274,Más de 4 dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Carrasco,650000,250.0,https://www.gallito.com.uy/lo-tiene-todopara-entrar-con-las-valijas-inmuebles-13531242,,,3 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Carrasco,650000,,https://www.gallito.com.uy/imperdible-unica-con-piscina-inmuebles-13882247,-34.87652,-56.04817,4 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Otro,650000,1.0,https://www.gallito.com.uy/muy-linda-casa-en-carrasco-norte-en-venta-inmuebles-19288417,,,4 Dormitorios,Otro,,
Más de 4 dormitorios en Punta Carretas,650000,500.0,https://www.gallito.com.uy/casa-o-local-en-punta-carretas-352-mts-terreno-punta-carr-inmuebles-21986885,,,Más de 4 dormitorios,Punta Carretas,Punta Carretas,7.0
3 Dormitorios en Carrasco,650000,190.0,https://www.gallito.com.uy/ideal-empresa-inmuebles-22179511,,,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Carrasco,650000,180.0,https://www.gallito.com.uy/parque-miramar-fondo-al-lago-piscina-gran-fondo-calida-inmuebles-22090270,,,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Carrasco Norte,655000,151.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-san-nicolas-inmuebles-21879375,-34.86263,-56.07585,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
4 Dormitorios en Punta Gorda,659000,322.0,https://www.gallito.com.uy/venta-casa-4-dormitorios-punta-gorda-inmuebles-22151816,-34.89558,-56.08278,4 Dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Pocitos,660000,300.0,https://www.gallito.com.uy/preciosa-casa-en-pocitos-con-piscina-inmuebles-20655693,-34.90695,-56.14034,Más de 4 dormitorios,Pocitos,Pocitos,8.0
Más de 4 dormitorios en Centro,670000,,https://www.gallito.com.uy/espectacular-casa-a-la-venta-en-pleno-centro-con-dos-locale-inmuebles-22081222,,,Más de 4 dormitorios,Centro,Centro,2.0
Más de 4 dormitorios en Punta Carretas,670000,280.0,https://www.gallito.com.uy/casa-con-renta-punta-carretas-ref-7822-inmuebles-20319933,-34.92412,-56.15859,Más de 4 dormitorios,Punta Carretas,Punta Carretas,7.0
Más de 4 dormitorios en Centro,670000,834.0,https://www.gallito.com.uy/ideal-renta-casa-con-12-habitaciones-y-2-locales-comercia-inmuebles-21563444,-34.90587,-56.19572,Más de 4 dormitorios,Centro,Centro,2.0
Más de 4 dormitorios en Centro,670000,834.0,https://www.gallito.com.uy/ideal-renta-casa-con-12-habitaciones-y-2-locales-comercia-inmuebles-21563443,-34.90587,-56.19572,Más de 4 dormitorios,Centro,Centro,2.0
Más de 4 dormitorios en Pocitos,670000,470.0,https://www.gallito.com.uy/oportunidad-inversion-gran-casa-8-dor-3-niveles-pocitos-inmuebles-20388950,,,Más de 4 dormitorios,Pocitos,Pocitos,8.0
Más de 4 dormitorios en Aguada,675000,202.0,https://www.gallito.com.uy/paraguay-y-san-jose-inmuebles-21971244,-34.90762,-56.19209,Más de 4 dormitorios,Aguada,Aguada,41.0
3 Dormitorios en Carrasco,680000,209.0,https://www.gallito.com.uy/venta-casa-en-carrasco-3-dormitorios-inmuebles-22269657,-34.88269,-56.05645,3 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Punta Gorda,680000,280.0,https://www.gallito.com.uy/alquilado-con-renta-permuta-pu-en-1-planta-inmuebles-13663266,,,4 Dormitorios,Punta Gorda,Punta Gorda,13.0
4 Dormitorios en Carrasco,680000,350.0,https://www.gallito.com.uy/venta-casa-carrasco-sur-4-dormitorios-inmuebles-21476188,-34.88389,-56.06297,4 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Parque Batlle,680000,246.0,https://www.gallito.com.uy/4-dorms-y-servicio-corazon-de-p-batlle-prox-a-avenidas-inmuebles-22018789,-34.89976,-56.15842,4 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
3 Dormitorios en Malvin,680000,350.0,https://www.gallito.com.uy/residencia-buena-presencia-al-sur-de-avda-italia-inmuebles-15159530,-34.88906,-56.09635,3 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Punta Gorda,680000,,https://www.gallito.com.uy/excelente-punto-pronta-para-ocupar-todo-en-1-sola-planta-inmuebles-14471576,,,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
4 Dormitorios en Carrasco,680000,395.0,https://www.gallito.com.uy/venta-casa-carrasco-4-dormitorios-inmuebles-20235951,-34.88396,-56.0634,4 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Carrasco,680000,281.0,https://www.gallito.com.uy/casa-en-venta-inmuebles-21506482,-34.89018,-56.06016,4 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Otro,680000,,https://www.gallito.com.uy/casa-en-venta-inmuebles-21158227,-34.87337,-56.03889,3 Dormitorios,Otro,,
4 Dormitorios en Carrasco,680000,350.0,https://www.gallito.com.uy/venta-casa-carrasco-sur-4-dormitorios-inmuebles-20273608,-34.88389,-56.06297,4 Dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en La Blanqueada,685000,500.0,https://www.gallito.com.uy/casa-la-blanqueada-inmuebles-21323609,-34.88245,-56.15608,Más de 4 dormitorios,La Blanqueada,La Blanqueada,47.0
Más de 4 dormitorios en Carrasco,690000,300.0,https://www.gallito.com.uy/hermosa-sobre-lombardia-2-plantas-si-banco-inmuebles-16871186,-34.88296,-56.07952,Más de 4 dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Parque Batlle,690000,,https://www.gallito.com.uy/casa-de-estilo-en-pqe-batlle-inmuebles-22153334,,,4 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
4 Dormitorios en Punta Carretas,690000,450.0,https://www.gallito.com.uy/exquisita-ubicacion-a-pasos-del-mar-gconstruccion-inmuebles-13101829,,,4 Dormitorios,Punta Carretas,Punta Carretas,7.0
3 Dormitorios en Punta Carretas,690000,270.0,https://www.gallito.com.uy/venta-de-casa-de-diseño-en-punta-carretas-inmuebles-22216673,-34.91721,-56.15939,3 Dormitorios,Punta Carretas,Punta Carretas,7.0
Más de 4 dormitorios en Punta Gorda,1400000,,https://www.gallito.com.uy/hermosa-casa-con-piscina-en-zona-privilegiada-inmuebles-20207937,,,Más de 4 dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Punta Carretas,1400000,267.0,https://www.gallito.com.uy/casa-en-punta-carretas-inmuebles-21217495,-34.92316,-56.15961,Más de 4 dormitorios,Punta Carretas,Punta Carretas,7.0
Más de 4 dormitorios en Punta Gorda,1400000,428.0,https://www.gallito.com.uy/gran-casa-en-punta-gorda-completamente-reciclada-inmuebles-17613481,-34.89545,-56.0766,Más de 4 dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Carrasco,1420000,420.0,https://www.gallito.com.uy/big-residential-house-or-office-building-carrasco-inmuebles-21036698,-34.87829,-56.06663,Más de 4 dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Otro,1450000,704.0,https://www.gallito.com.uy/espectacular-residencia-en-pleno-carrasco-inmuebles-20974795,,,Más de 4 dormitorios,Otro,,
4 Dormitorios en Carrasco,1450000,505.0,https://www.gallito.com.uy/venta-de-casa-carrasco-sur-piscina-inmuebles-22179304,-34.88759,-56.06575,4 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Carrasco,1450000,1779.0,https://www.gallito.com.uy/residencia-en-venta-inmuebles-15159330,,,4 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Carrasco Norte,1480000,237.0,https://www.gallito.com.uy/venta-excepcional-casa-c-terreno-6704-mt-carrasco-inmuebles-21779755,-34.86954,-56.05034,4 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
Más de 4 dormitorios en Carrasco,1480000,500.0,https://www.gallito.com.uy/casa-5-dormitorios-en-carrasco-con-muebles-inmuebles-18597077,-34.87449,-56.06615,Más de 4 dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Pocitos,1490000,646.0,https://www.gallito.com.uy/venta-con-renta-oficina-padron-unico-inmuebles-19361291,-34.91733,-56.15086,Más de 4 dormitorios,Pocitos,Pocitos,8.0
4 Dormitorios en Carrasco,1490000,1.0,https://www.gallito.com.uy/excelente-residencia-en-la-mejor-zona-de-carrasco-con-renta-inmuebles-19345977,,,4 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Carrasco,1500000,361.0,https://www.gallito.com.uy/lagos-inmuebles-17874866,,,4 Dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Carrasco,1500000,396.0,https://www.gallito.com.uy/alquiler-y-venta-gran-casa-en-carrasco-inmuebles-20030062,-34.89044,-56.06208,Más de 4 dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Carrasco,1500000,541.0,https://www.gallito.com.uy/casa-venta-carrasco-centrico-inmuebles-21036466,-34.89078,-56.05909,Más de 4 dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Punta Carretas,1500000,400.0,https://www.gallito.com.uy/un-poema-a-pasos-del-mar-inmuebles-12938046,,,4 Dormitorios,Punta Carretas,Punta Carretas,7.0
4 Dormitorios en Punta Gorda,1500000,1.0,https://www.gallito.com.uy/rambla-esquina-soñada-vista-al-mar-inmuebles-13231204,,,4 Dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Carrasco,1500000,541.0,https://www.gallito.com.uy/gran-casa-en-carrasco-ref-8064-inmuebles-20578491,-34.88501,-56.05566,Más de 4 dormitorios,Carrasco,Carrasco,14.0
1 Ambiente en Carrasco,1500000,541.0,https://www.gallito.com.uy/puntas-de-santiago-inmuebles-20260626,,,1 Ambiente,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Carrasco,1500000,180.0,https://www.gallito.com.uy/casa-carrasco-inmuebles-22044983,-34.88501,-56.05566,Más de 4 dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Carrasco,1500000,500.0,https://www.gallito.com.uy/casa-en-carrasco-a-1-cuadra-de-la-rambla-inmuebles-21461532,-34.88998,-56.06082,Más de 4 dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Peñarol,1500000,1000.0,https://www.gallito.com.uy/exclusiva-residencia-en-el-entorno-de-colon-–-peñarol-inmuebles-21922411,-34.8318,-56.19793,Más de 4 dormitorios,Peñarol,"Peñarol, Lavalleja",34.0
Más de 4 dormitorios en Carrasco,1500000,,https://www.gallito.com.uy/casa-en-venta-inmuebles-21546950,-34.89257,-56.06418,Más de 4 dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Punta Gorda,1500000,560.0,https://www.gallito.com.uy/unica-y-espectacular-lugar-inmuebles-12549008,,,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
4 Dormitorios en Carrasco Norte,1500000,321.0,https://www.gallito.com.uy/venta-casa-san-nicolas-4-dormitorios-servicio-inmuebles-22257568,-34.86051,-56.07428,4 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
Más de 4 dormitorios en Carrasco,1500000,541.0,https://www.gallito.com.uy/gran-casa-en-carrasco-ref-8064-inmuebles-21280690,-34.88501,-56.05566,Más de 4 dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Carrasco,1550000,323.0,https://www.gallito.com.uy/casa-venta-alquiler-4-dormitorios-carrasco-centrico-inmuebles-21279624,-34.88891,-56.05529,4 Dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Carrasco,1590000,337.0,https://www.gallito.com.uy/gran-chalet-con-muy-buen-contrato-a-diplomatico-hasta-2026-inmuebles-20929865,-34.8835,-56.04962,Más de 4 dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Carrasco,1590000,440.0,https://www.gallito.com.uy/excelente-casa-en-carrasco-ref-2924-inmuebles-18499712,-34.88501,-56.05566,Más de 4 dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Carrasco,1590000,1.0,https://www.gallito.com.uy/casa-carrasco-venta-5-dormitorios-figari-y-copacabana-zo-inmuebles-12555835,,,Más de 4 dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Punta Gorda,1600000,600.0,https://www.gallito.com.uy/vende-casa-punta-gorda-6-dorm-piscina-parrillero-inmuebles-19979025,-34.89514,-56.0817,Más de 4 dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Punta Gorda,1600000,600.0,https://www.gallito.com.uy/venta-casa-5-dormitorios-punta-gorda-inmuebles-21043123,-34.89477,-56.08092,Más de 4 dormitorios,Punta Gorda,Punta Gorda,13.0
4 Dormitorios en Carrasco,1600000,488.0,https://www.gallito.com.uy/casa-en-venta-inmuebles-17161338,-34.88182,-56.03737,4 Dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Punta Gorda,1600000,600.0,https://www.gallito.com.uy/espectacular-casa-en-punta-gorda-inmuebles-20887966,,,Más de 4 dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Carrasco,1630000,340.0,https://www.gallito.com.uy/marcel-sapin-figari-y-copacabana-inmuebles-22270218,-34.88403,-56.04966,Más de 4 dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Carrasco,1650000,,https://www.gallito.com.uy/espectacular-casa-como-nueva-en-hermosa-casa-de-carrasco-inmuebles-18618997,,,Más de 4 dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Carrasco,1680000,942.0,https://www.gallito.com.uy/casa-venta-carrasco-inmuebles-18697906,-34.89636,-56.06423,Más de 4 dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Punta Carretas,1680000,550.0,https://www.gallito.com.uy/sobre-br-artigas-golf-sobervia-mansion-como-estrenar-inmuebles-11872298,,,4 Dormitorios,Punta Carretas,Punta Carretas,7.0
Más de 4 dormitorios en Paso Molino,1780000,400.0,https://www.gallito.com.uy/venta-local-comercial-en-paso-molino-sobre-agraciada-inmuebles-15357536,-34.86157,-56.21342,Más de 4 dormitorios,Paso Molino,,
4 Dormitorios en Carrasco,1800000,300.0,https://www.gallito.com.uy/casa-venta-4-dormitorios-carrasco-inmuebles-20530009,,,4 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Carrasco,1800000,900.0,https://www.gallito.com.uy/gran-casa-en-muy-buena-ubicacion-inmuebles-21115047,,,4 Dormitorios,Carrasco,Carrasco,14.0
